Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),GDP per Capita (USD),Percentage GDP Health Expenditure,Unemployment (%),Urban Population,Population,Age Dependency Ratio (%),Life Expectancy
Albania,ALB,2013,0.200134,0.70376,0.167105,3.390195,0.508049,2.203098,1.850358,45632.438770703295,8.51641691296398,7.628239617269843,2235203.719081093,3170980.475905211,47.70833796591839,70.75717699512622
Albania,ALB,2014,0.200392,0.70397,0.16941,3.389319,0.510089,2.203684,1.851517,20498.446459097213,3.276419388307908,2.2195631043063244,1770230.6050197955,2939826.7699296875,56.77622138462802,74.23916655530005
Albania,ALB,2015,0.20063,0.704161,0.171095,3.388212,0.513158,2.204454,1.850252,49372.18126654529,5.024598975344523,13.820850527418632,9470935.253149215,17832322.120439447,52.53731166143775,61.757291286600086
Albania,ALB,2016,0.200845,0.704335,0.172627,3.386891,0.515036,2.206507,1.845972,45680.251282962156,6.650215398974878,2.5764162582068852,268222.5610087495,535132.3895903544,52.45116142786125,77.03149465982415
Albania,ALB,2017,0.201025,0.70448,0.174046,3.385245,0.517614,2.208414,1.837955,17412.316001091396,5.632275477153182,7.555543329807624,5810645.844750477,11592930.377597349,31.96144690418233,72.20942381304114
Algeria,DZA,2010,0.197004,0.815265,0.204406,5.040479,1.670579,3.613148,0.663538,49199.58619035676,12.515356501985869,12.489926270705686,2444245.670305757,3361024.252160039,52.126897436162224,66.92946210963409
Algeria,DZA,2011,0.197161,0.815808,0.206218,5.043828,1.6791,3.615173,0.664221,48707.283273643305,7.622214487934872,11.828416748664711,7571847.959545917,11232987.798203459,41.01987644858406,79.31707281097444
Algeria,DZA,2012,0.197312,0.816334,0.207498,5.047269,1.687763,3.616605,0.664827,17946.595405579184,10.832732714163635,5.294064646815277,1327804.5323683026,1959109.6683095316,44.60765527051196,75.58702905260863
Algeria,DZA,2013,0.197464,0.816874,0.208892,5.051019,1.696613,3.622467,0.665344,14677.212614134214,17.278108652796163,3.2553131026997018,7369516.216515165,12976818.061224405,47.44241478239188,60.202382047470664
Algeria,DZA,2014,0.197602,0.81738,0.20996,5.054674,1.703742,3.62949,0.665685,4189.179071440269,17.5091574798204,7.532252470004054,2576630.4932410074,3971587.5265251775,41.728380075290175,68.35688444698454
Algeria,DZA,2015,0.197728,0.817862,0.211434,5.058398,1.709814,3.636962,0.665817,36528.91543268846,5.058612005259224,7.788171600110696,4335741.376759646,7881870.8688268205,39.632146560008685,65.42672712832959
Algeria,DZA,2016,0.197836,0.818315,0.212735,5.062233,1.714025,3.647817,0.665681,28234.19769461382,3.149807588430195,10.723264877259291,5533096.009650612,10478140.122479638,49.490996913244786,65.09584047601938
Algeria,DZA,2017,0.197913,0.818687,0.213612,5.065876,1.717218,3.661094,0.665191,24651.527943163204,16.59457436306472,11.444422957243361,3046067.024672414,4612865.767434785,63.20052168238639,84.08542454011909
American Samoa,ASM,2010,0.249686,0.468469,0.180618,3.314807,0.763699,2.937276,1.136893,13665.58129141355,16.137893937671002,9.678044055103776,4157886.7874371703,7017084.993260835,52.42142504785674,62.86402088729546
American Samoa,ASM,2011,0.249596,0.468497,0.180384,3.315545,0.764531,2.937032,1.137934,15269.954664469222,16.480641513653925,11.694772318189939,7770706.51605278,13265923.079563854,43.24605997940755,67.40028364384293
American Samoa,ASM,2012,0.249481,0.468515,0.180056,3.316068,0.765848,2.936882,1.138978,12425.478352194214,6.725976908777549,2.4712977534278338,4731119.057365448,7068883.264461982,36.32137359434657,64.61468114455243
American Samoa,ASM,2013,0.249337,0.468506,0.180232,3.316344,0.766645,2.93761,1.139932,4587.846341288132,18.98415984742195,8.814552471835782,3880714.4458732796,5565298.026786058,51.251486851675836,77.39503225967496
American Samoa,ASM,2014,0.24917,0.468481,0.179621,3.316431,0.768486,2.937324,1.140782,38755.000496634915,19.355569591307432,12.643343890448323,8263673.424237408,13128286.665741637,49.51149582038233,71.85882876097135
American Samoa,ASM,2015,0.248981,0.468434,0.179144,3.316201,0.769507,2.936809,1.141513,33989.432967357956,15.681847126402639,4.5253162507620015,9027635.013126902,15774325.27111365,59.49377727283132,75.07700482842976
American Samoa,ASM,2016,0.248777,0.468379,0.178726,3.316091,0.771281,2.937781,1.142011,42530.31590566153,15.611158945510557,14.721156947873274,6604956.986848567,10655286.525652751,61.48754220622215,81.93724511685997
American Samoa,ASM,2017,0.248557,0.468305,0.177808,3.315834,0.772801,2.939668,1.142277,33273.9770834304,5.196534981391435,14.478635907690501,3961656.62233986,7366005.120074249,40.47904872844204,80.39189640474669
Andorra,AND,2010,0.264305,0.961726,0.64824,5.287139,0.90163,3.708797,1.250824,12091.001751511714,2.23796545691012,5.081116833102431,2892619.1883376613,3476731.803990901,37.16941592577585,71.6633987079071
Andorra,AND,2011,0.264054,0.963822,0.652492,5.310743,0.898473,3.725281,1.242683,23449.817439047227,5.7204801695501235,9.096254908387579,3112362.0176676903,6160024.12051661,30.71766516792206,67.67604088817868
Andorra,AND,2012,0.264009,0.963906,0.651261,5.311803,0.900336,3.725932,1.245344,5187.516224336887,14.565497723722864,11.368769364999418,8541640.89579501,15693540.528637012,38.00922807105074,73.34851940400742
Andorra,AND,2013,0.263869,0.964152,0.651222,5.314755,0.900576,3.727589,1.245315,20783.005016003917,10.35537126420839,3.598267966357443,6846602.964785782,10381764.322705243,58.21076864831341,68.9464140968117
Andorra,AND,2014,0.263791,0.96396,0.649979,5.313837,0.903323,3.728379,1.248614,36522.55039527203,18.534540228137462,6.875035300732163,382847.7136264645,670371.0836768233,32.879725119848175,75.37289383306808
Andorra,AND,2015,0.263713,0.963754,0.647221,5.310493,0.905575,3.727885,1.251926,40188.36884524048,9.13392015455447,7.650726270194365,7962707.891312764,11696032.918587405,58.81342365369857,76.5687043171152
Andorra,AND,2016,0.263603,0.963614,0.645775,5.307073,0.907981,3.726825,1.253886,26285.15379946107,5.417211684941018,14.443894052652034,5856614.3046122575,8237861.761144777,54.262629499726685,74.76517962138793
Andorra,AND,2017,0.263512,0.963331,0.644559,5.305375,0.910066,3.729532,1.25605,2097.3839340678583,16.789349021926032,11.248253051158699,580537.1794750104,923997.9646227958,51.42875289211236,64.09705392072223
Angola,AGO,2010,0.170158,0.622503,0.156364,3.277828,0.503415,4.155198,1.388193,19405.539294147966,3.4365616079858814,4.1952321489005735,4261845.905604757,6211722.221849244,49.95221662812297,74.71618828382114
Angola,AGO,2011,0.170636,0.622816,0.159317,3.280661,0.503816,4.15542,1.387895,16453.04788244087,6.3099352275847505,3.828872586802374,5810534.208555821,8722506.04196795,47.562344302379216,77.31962029010243
Angola,AGO,2012,0.171097,0.623105,0.161691,3.283533,0.50566,4.155512,1.387295,40775.353813669026,14.213980018473649,5.532730525183199,4277457.480749967,7432423.535500086,66.62508909694704,84.3846308899604
Angola,AGO,2013,0.171531,0.623366,0.164602,3.286419,0.507611,4.158336,1.386365,1994.2995888558262,16.380160891782094,10.594327693936457,4819605.475744585,8622426.669294601,61.431862303718646,74.45171364270753
Angola,AGO,2014,0.171928,0.623583,0.167412,3.289271,0.510054,4.156468,1.385029,37288.32939981777,7.10917364930755,13.443678464822606,2113291.807276605,2780928.671042872,32.018422792028225,65.0020597385321
Angola,AGO,2015,0.172277,0.623748,0.169554,3.291955,0.513006,4.158484,1.383269,14667.149387114094,11.024203760424863,7.128783218360522,113080.43995344843,201146.09799811072,36.77912895233058,73.64481609060758
Angola,AGO,2016,0.17257,0.623859,0.172163,3.294534,0.516244,4.157841,1.381018,11128.334416368089,12.504747557700822,6.489220954231945,3390551.775334517,4556606.757702823,39.60498604329486,62.23294367281555
Angola,AGO,2017,0.172794,0.623904,0.173643,3.296906,0.519556,4.160484,1.378244,20159.289034802066,16.428927022557552,11.343089673465695,5911167.331112707,11094095.167627238,69.25090561574517,61.55239834377913
Antigua and Barbuda,ATG,2010,0.206026,0.925728,0.350044,4.628191,0.785647,2.53681,2.111057,2386.9675489085002,6.835099457261762,7.6558090029242445,3138778.139506554,4873840.975479409,36.575829287181435,65.01120673209284
Antigua and Barbuda,ATG,2011,0.206146,0.925668,0.350378,4.624571,0.786418,2.535758,2.115421,37156.87752831373,2.7626033019425096,3.13313739817578,7262498.864228922,13036649.730539832,58.888161217862915,66.04409960331785
Antigua and Barbuda,ATG,2012,0.206249,0.925588,0.351559,4.620951,0.787474,2.536427,2.120836,7805.346704849018,7.70383593924646,9.496340069186937,4778827.849034235,7800250.725228704,31.20236228150108,70.29277974576254
Antigua and Barbuda,ATG,2013,0.206336,0.925515,0.351153,4.61745,0.78748,2.53636,2.127217,4780.275237886419,10.831570389322968,7.92367343300802,7341206.017015874,9163885.200784398,43.1937101112508,75.98465002621033
Antigua and Barbuda,ATG,2014,0.206399,0.925441,0.350603,4.614068,0.786771,2.539623,2.134396,43774.899935084366,18.156129559759652,6.241515186682373,9435435.523656568,15492186.898956964,45.0517852052737,63.36047683452006
Antigua and Barbuda,ATG,2015,0.206434,0.925368,0.35062,4.610817,0.785735,2.54375,2.142253,41446.425607560275,18.357267949380827,7.171241382192334,8886843.54714174,13582034.152455593,56.99678182828843,73.49591242735629
Antigua and Barbuda,ATG,2016,0.20644,0.925316,0.350415,4.607747,0.785774,2.551108,2.150762,46982.5374151368,16.318420020288848,7.672658088004908,5882101.294108058,11069271.309087979,45.28746307551152,80.91276539165263
Antigua and Barbuda,ATG,2017,0.206409,0.925269,0.350368,4.604823,0.786239,2.557963,2.159736,38693.307012885365,8.441179123265284,4.045414693294826,6760598.252643506,10722951.554457698,42.50937848424432,61.74861395055324
Argentina,ARG,2010,0.197541,0.771084,0.381185,6.268718,0.955035,3.64793,1.839168,18131.167015962,9.941527861982925,9.54369639252486,6328173.863447995,8949890.193762586,66.74191577594715,76.94052648257426
Argentina,ARG,2011,0.197617,0.771251,0.384078,6.269782,0.958496,3.647499,1.833472,48518.327314732815,7.598268355410145,7.324423843779476,8617674.010282451,15181115.772995843,55.0057543215859,68.73352146450982
Argentina,ARG,2012,0.197711,0.771522,0.388199,6.271653,0.964145,3.648385,1.828883,44795.00793191595,5.231514035857671,11.735637339084988,1987047.4223164679,3004351.7248197687,42.56358223654188,62.78418753342695
Argentina,ARG,2013,0.197801,0.771821,0.390826,6.273679,0.971257,3.651044,1.825346,38279.90867851105,8.105215597328854,7.998602947224667,2989553.8346947613,4056378.4900194397,38.687973207963424,72.22249520392229
Argentina,ARG,2014,0.197892,0.772175,0.394867,6.27602,0.979329,3.654178,1.82308,38117.534790082136,5.1056033726815,4.180930847055194,5525231.235488029,10895941.019328874,67.07134350795283,63.85012196243643
Argentina,ARG,2015,0.197978,0.772568,0.397998,6.278538,0.987998,3.657683,1.822172,22424.975053459322,8.404760466611515,14.286741239211343,7699350.818585277,14504519.783281341,65.24235069362804,75.66544178855784
Argentina,ARG,2016,0.198042,0.772948,0.401108,6.280932,0.999099,3.661312,1.822573,11574.60301717294,9.998852282458058,8.042436938051825,168151.556773917,295515.5291563348,40.76022614850987,84.66441777430165
Argentina,ARG,2017,0.198094,0.773376,0.404033,6.283678,1.008901,3.665488,1.824515,10290.884331996598,17.460587567653693,2.8926739820139273,4713843.25452459,6015135.334282654,32.56166920879175,73.11899700936237
Armenia,ARM,2010,0.194563,0.715466,0.155273,2.587831,0.476499,2.714179,1.990295,19114.215585428916,13.209228759810834,13.15605871039842,944156.5939304855,1653523.477605007,61.62107589014466,72.81760607346438
Armenia,ARM,2011,0.194915,0.715654,0.15735,2.587683,0.479967,2.718093,1.990836,44133.8477312154,18.131469937474236,7.147611446280161,2011205.0590733276,3959045.8733053408,61.25151754424864,73.46725028707638
Armenia,ARM,2012,0.195292,0.71587,0.159679,2.587737,0.484004,2.72184,1.990613,20293.979270678592,13.42415944892722,12.018234643303083,213016.8641544138,330850.1558669943,32.1974789593941,81.97750175206082
Armenia,ARM,2013,0.19569,0.716129,0.162291,2.588201,0.488026,2.726631,1.989049,38698.2902941279,8.398131478070145,12.312224363349394,570384.5440357232,816993.6557747842,32.76953730089768,62.0686311357709
Armenia,ARM,2014,0.196101,0.716426,0.163623,2.588934,0.491349,2.734193,1.985974,35079.227443626296,5.469627777868841,5.266439260685812,7461354.622126522,10627029.519387286,57.519959230226064,79.42744061909728
Armenia,ARM,2015,0.196525,0.716774,0.164968,2.589917,0.496236,2.740289,1.981193,49953.769624052526,18.52906724932567,10.323453750702846,5332605.470512789,7482391.452330284,34.30976991926454,84.88975296514842
Armenia,ARM,2016,0.196949,0.717166,0.166348,2.591219,0.499895,2.747315,1.974356,2412.1281257397823,18.13550419385325,12.516542236102007,3628895.506914732,6173428.724827646,69.41615063845056,74.17152075058264
Armenia,ARM,2017,0.197365,0.717591,0.167047,2.592813,0.50436,2.754583,1.964988,39782.00662957984,10.220909642607072,14.826950054656276,9298945.8171726,12906387.18675689,50.72369898175721,70.85528409978198
Australia,AUS,2010,0.365598,1.149425,0.928043,6.624617,1.993151,4.83422,1.497867,37141.93320218238,15.360742150460378,4.704969932050487,9546746.047976078,17815454.578966357,54.008278845125446,68.91051244915643
Australia,AUS,2011,0.365464,1.149079,0.931935,6.619503,2.007703,4.813622,1.501284,34323.595770461645,15.143616669481313,6.770655348743792,9667081.167818788,19246913.028775506,65.19503831580225,65.47095724174666
Australia,AUS,2012,0.365245,1.148473,0.93576,6.614107,2.032422,4.79008,1.504314,39292.33426960352,18.36130727960432,8.202856960439682,2101910.233270583,3156871.6011284627,31.173232542073347,75.98595063872102
Australia,AUS,2013,0.364942,1.147593,0.939176,6.608198,2.068835,4.759686,1.506864,11278.22379697388,16.5115198277596,10.189430596589759,8081606.634297057,11732949.841894837,56.48824685111584,69.47950025545603
Australia,AUS,2014,0.364577,1.146475,0.941661,6.602041,2.114377,4.731142,1.508926,36305.66440166254,7.953415766898978,13.264940035622859,3177208.1343526803,3905024.9507918023,32.68731959071456,78.13748858903001
Australia,AUS,2015,0.364163,1.14513,0.943206,6.595691,2.170634,4.696774,1.510434,4679.791387992677,7.486455284654072,4.895133864175992,6815066.675371146,10522005.339246659,34.86335868870981,73.77734539615524
Australia,AUS,2016,0.363743,1.143669,0.943991,6.589757,2.237198,4.659817,1.511465,44851.00285122666,16.788268200924048,8.992117673754699,6926921.499068714,12391275.95609944,52.90566652378877,62.565158662265986
Australia,AUS,2017,0.363326,1.142097,0.943081,6.584301,2.315142,4.623881,1.511935,34842.56511789737,7.6036033662789215,5.590475751723672,6628482.102332768,10768281.207560338,45.23055794227721,74.72236871068222
Austria,AUT,2010,0.256201,0.939911,0.667758,5.352376,0.913643,3.290207,1.954838,16412.532514345407,15.987965645563861,14.615635066651498,7857728.736148289,15305786.244210914,51.07732536378792,79.61206986108617
Austria,AUT,2011,0.256221,0.939936,0.669635,5.35176,0.913811,3.284905,1.950263,47921.60648429951,11.430484003945407,10.076929638213034,1769133.2348889112,3119022.1259946646,63.588066818707524,64.50881634986905
Austria,AUT,2012,0.256269,0.93993,0.671955,5.350918,0.914498,3.278564,1.940299,5232.559161304819,11.46871305758291,8.277704175568507,9724923.929366821,13450108.474420834,65.53342915191824,79.80536086200667
Austria,AUT,2013,0.256354,0.939909,0.672787,5.34969,0.914287,3.273578,1.925424,30131.556136127627,9.04986604847181,10.650677060297415,8900186.168628225,11853359.299996627,59.326934509291306,77.76520780460876
Austria,AUT,2014,0.256479,0.939861,0.673911,5.347641,0.912597,3.26746,1.906362,27652.09409670744,16.975725784575296,6.879321895766093,6843021.538573893,11239403.975480352,40.3298355960929,63.578014633320635
Austria,AUT,2015,0.256627,0.939758,0.67485,5.344587,0.910998,3.264032,1.883372,24968.33095470293,12.361443081475539,12.004494168071744,4304415.833554061,6865261.755138975,33.10365376523987,66.32153426190158
Austria,AUT,2016,0.256783,0.939716,0.674727,5.342175,0.907326,3.262611,1.855808,1756.7012311709484,13.451327929003945,8.878323177178249,540682.4239536638,987635.6381141655,53.500028848903,84.78067720462725
Austria,AUT,2017,0.256958,0.939794,0.675112,5.341275,0.902117,3.26097,1.824065,5918.524403530287,13.284788045190242,5.294458314812671,5125490.870714756,7101148.865560293,64.30146966175522,60.35685565606197
Azerbaijan,AZE,2010,0.195532,0.686651,0.183138,2.57072,0.465737,2.542412,2.305255,9387.202202974773,2.471442361395904,14.599887220323852,7112704.785742826,10777672.414546652,60.36867979416611,82.70800782854701
Azerbaijan,AZE,2011,0.196291,0.687136,0.187696,2.572031,0.469027,2.547138,2.311377,11207.83273254038,11.690628872274882,10.741394608386532,270464.94647122704,336565.6288063899,32.55150946227665,74.55391783587812
Azerbaijan,AZE,2012,0.197038,0.68763,0.191979,2.573603,0.471842,2.551568,2.316501,3139.2977067782863,9.38393099845632,8.067343327731596,1526889.70386288,2946040.1037969496,57.80491283189114,83.81411328667511
Azerbaijan,AZE,2013,0.197754,0.68812,0.19577,2.57541,0.475547,2.557899,2.31999,47784.97444034735,13.933688924509958,8.418774469831883,9797065.609003149,12119896.248610627,31.816606343854943,76.88857919554485
Azerbaijan,AZE,2014,0.198426,0.688604,0.199312,2.577454,0.478853,2.562571,2.321124,8484.23015016284,17.750230712619516,4.235671926874967,8817925.387091521,16255332.263715003,67.25497545611698,75.31273972323392
Azerbaijan,AZE,2015,0.199034,0.689049,0.201758,2.579432,0.481362,2.571226,2.319493,18007.250163540448,12.34945299875143,10.11128046771007,3527498.123109714,5131406.33420118,39.58250497397429,72.78531049036822
Azerbaijan,AZE,2016,0.199563,0.689448,0.203629,2.581278,0.484388,2.580951,2.314679,20130.777610243174,11.913653163557996,9.863529660598592,8395201.202718098,15668718.283451864,32.652200778524936,83.65936679329096
Azerbaijan,AZE,2017,0.199998,0.689807,0.204891,2.583157,0.486328,2.592293,2.305889,4984.865959837732,14.363778577222877,5.812094973863018,9479718.530287035,12788755.998978341,55.52229194256574,67.31384886900086
Bahamas,BHS,2010,0.205174,0.889219,0.368687,4.656573,0.804669,2.605428,2.089381,36486.68440397886,17.20815367330843,7.944373143655646,2804509.469757458,5580050.042166217,53.27173873843285,65.41864969915696
Bahamas,BHS,2011,0.205082,0.889239,0.368078,4.65624,0.805059,2.60617,2.089806,5277.476205020767,17.125368638405707,2.327658966105209,5871426.650163259,8917233.300991096,30.90241901030644,78.24812675344766
Bahamas,BHS,2012,0.204943,0.889261,0.367034,4.655926,0.805646,2.607301,2.090928,2437.334570440758,12.93017370318302,2.8156184419693657,6940864.408677854,10056457.450064544,62.80301140133399,67.79169575832037
Bahamas,BHS,2013,0.204763,0.889298,0.366324,4.655689,0.806484,2.609438,2.092818,18769.050533994116,17.2246663582021,14.16021544080512,941545.5778822488,1340276.3984027435,65.94811252738812,69.86134806793504
Bahamas,BHS,2014,0.204541,0.889332,0.365166,4.655386,0.808271,2.610829,2.095492,19866.001784554777,16.690950985688314,12.393684026820923,2039801.7286821443,2974307.5611425764,35.76143558870469,80.67485417622567
Bahamas,BHS,2015,0.204284,0.889381,0.364253,4.655273,0.811445,2.614571,2.098918,22576.626047264832,5.208940506815825,7.608239707092402,2066257.0951461168,2702635.8820854514,66.8981644057559,65.45390712518528
Bahamas,BHS,2016,0.203992,0.889416,0.363759,4.655191,0.813804,2.620387,2.103189,41852.89016480851,12.899050382871891,8.33863483625951,6344316.640081373,8536803.995028855,54.99505313418099,78.74192937451498
Bahamas,BHS,2017,0.203668,0.889432,0.36275,4.655024,0.816652,2.626633,2.108371,20097.29608141795,4.251611619027843,3.3773104128310205,4509822.719749334,5927624.586045192,60.60560299450027,70.38448552290143
Bahrain,BHR,2010,0.206614,0.835065,0.26004,4.632369,1.730999,3.979913,0.744554,29979.95627598908,19.266176592316324,13.612579753574547,5420414.5369898,7041605.15312327,59.60159340687779,63.411359544236845
Bahrain,BHR,2011,0.206676,0.835196,0.261234,4.631856,1.730687,3.957653,0.743792,48038.74187036676,14.183259856021,8.944657351218343,8143587.903297451,15671342.309082638,69.27393645000303,76.7619287677543
Bahrain,BHR,2012,0.206714,0.835608,0.264034,4.640107,1.725173,3.940631,0.741081,8789.75813879101,18.256958223899524,7.159113708768598,8039358.473435661,9663196.838591633,68.89848878670755,71.66837826223464
Bahrain,BHR,2013,0.206761,0.835912,0.265784,4.646955,1.720106,3.922651,0.73805,44240.4534342727,7.876071851878491,11.628883426371091,6104482.822448971,8725631.919082131,45.848783552922676,72.65077227603611
Bahrain,BHR,2014,0.206818,0.836124,0.267339,4.651549,1.716409,3.906875,0.734987,33139.92152234526,19.451483716778974,6.311053295294693,5102227.127064495,9347876.74775447,39.5812421769268,67.31840836909423
Bahrain,BHR,2015,0.206882,0.83618,0.268745,4.652923,1.715204,3.892511,0.732159,45842.095275121406,11.034234016141536,3.194028473119102,6914135.909394753,10995845.261112263,38.23005580675747,70.73793187896457
Bahrain,BHR,2016,0.206936,0.836444,0.271042,4.66075,1.707047,3.882434,0.728528,33311.20679808788,11.40561888719597,11.219418305646437,7660351.466570112,13273420.799841963,31.007841060700674,75.25663541549758
Bahrain,BHR,2017,0.206969,0.836822,0.273714,4.673304,1.695674,3.879105,0.723558,5052.581582173274,4.300754713616838,8.551868754576983,8382584.043232681,10488568.979559597,43.17895520304101,67.22053743307889
Bangladesh,BGD,2010,0.251016,0.581981,0.121651,4.248882,0.500254,4.22464,1.430745,9667.413652449492,19.60170835539858,7.752942670433407,5952813.005981162,10971506.591787208,62.67851535702141,65.87550165917114
Bangladesh,BGD,2011,0.251094,0.582141,0.123681,4.254232,0.500641,4.221367,1.437029,33926.28332028873,9.848866109206465,10.17527504775553,3646718.543244464,6731584.259577699,68.12559349048699,72.5846374020283
Bangladesh,BGD,2012,0.251231,0.582322,0.125937,4.259427,0.502253,4.213672,1.443101,26048.024821645056,12.482523161938136,2.9502908119581535,4297479.087664299,5496627.957824272,50.367802407560724,61.74806690404284
Bangladesh,BGD,2013,0.251418,0.582514,0.128099,4.264447,0.504135,4.199103,1.448701,43992.53984444772,18.09189287133183,13.376208217715796,4783594.929433286,7727333.212604456,58.15014575392945,75.37084046565964
Bangladesh,BGD,2014,0.251651,0.58272,0.130462,4.269459,0.50545,4.182413,1.453608,29710.34147581161,14.813401876517299,7.91508907818728,7370863.486107224,9795379.167591304,43.17947879745114,61.19980336259419
Bangladesh,BGD,2015,0.251929,0.582942,0.132744,4.2744,0.508198,4.160873,1.457626,9034.875800026439,6.840046896748899,8.11072111004717,6298043.221843591,8477738.101731522,36.79381670299962,66.58505076923795
Bangladesh,BGD,2016,0.252249,0.583181,0.135429,4.279268,0.510254,4.136923,1.460576,20187.56228519813,3.160579108853243,3.4351963864798494,4704314.924440145,7278423.730133642,42.38269129449773,66.61549522504602
Bangladesh,BGD,2017,0.2526,0.583419,0.137974,4.283989,0.5128,4.110611,1.462198,44580.07268971315,2.890424223960581,9.174746673924524,5081477.95395628,6121809.728928928,56.442353966593146,76.26115979327656
Barbados,BRB,2010,0.230576,0.919504,0.326282,4.666546,0.848332,2.743231,1.596516,36599.633127465015,17.417531521184504,13.358448411661126,1169147.2160292568,1585264.8733589156,48.24555003288804,68.92037266323157
Barbados,BRB,2011,0.230531,0.919525,0.325952,4.665952,0.846158,2.7453,1.596336,15634.359166676502,12.873734229800306,11.633801842613632,4937675.311079111,5983530.363295013,53.4836410576538,77.12959082136656
Barbados,BRB,2012,0.230445,0.919566,0.325234,4.665345,0.844594,2.746834,1.5954,34498.56713856364,7.435463869434608,13.344531030230206,5906765.424117417,8975908.840822045,65.1861780034295,66.73791181577158
Barbados,BRB,2013,0.230321,0.919632,0.32495,4.664815,0.844062,2.749714,1.593676,40035.982727210634,6.111114396939601,11.384146883369965,840131.8108094248,1036827.6115833292,44.184121340800914,66.62209721532422
Barbados,BRB,2014,0.230152,0.919698,0.324072,4.66425,0.842887,2.752656,1.591075,29884.529952701025,6.407179427123385,3.32206912863576,7679217.97523442,15224233.442144532,35.38311649689188,66.03267217379123
Barbados,BRB,2015,0.229942,0.919786,0.323164,4.663841,0.842039,2.756602,1.587563,7374.638277083321,5.230878757983517,9.945291940129641,6347228.991220726,8425840.090385996,68.73569891803265,81.71900142025805
Barbados,BRB,2016,0.229685,0.919868,0.321753,4.663418,0.841682,2.759747,1.583089,28376.036607296715,6.928275598399796,10.01159041806653,8041797.918715518,14379045.794463765,57.56590883863828,75.58908062241142
Barbados,BRB,2017,0.229386,0.919956,0.320599,4.663044,0.842955,2.763322,1.57764,27569.88725878069,8.232139406824146,14.956389222421423,9366720.845820604,18684052.76921589,45.77978948092315,77.58859480708936
Belarus,BLR,2010,0.194892,0.698158,0.19208,2.944119,0.782906,4.093854,5.474668,31565.398495117315,12.466802627903098,4.6564569363401205,5145759.722124181,9330157.35957876,68.3006559096371,69.93392881758385
Belarus,BLR,2011,0.195331,0.69844,0.195576,2.945178,0.784316,4.082054,5.473536,23504.037171275428,7.484934773511026,10.128653971880938,5308550.515549144,9369372.349795593,63.173213857754995,72.7741331578791
Belarus,BLR,2012,0.195775,0.698711,0.19883,2.945942,0.785741,4.069614,5.467508,3257.71406567708,18.52508816151574,14.538121496877592,3809245.8795012324,7026458.809901628,36.42070378349239,77.7414335742052
