Entity,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),GDP per Capita (USD),Percentage GDP Health Expenditure,Unemployment (%),Urban Population,Population,Age Dependency Ratio (%),Life Expectancy
Antigua and Barbuda,ATG,2012,0.206249,0.925588,0.351559,4.620951,0.787474,2.536427,2.120836,12662.110644881408,19.674751493348513,11.918704640962835,207012.85455153516,384825.74636580166,43.904700367594174,79.13487655409081
Antigua and Barbuda,ATG,2013,0.206336,0.925515,0.351153,4.61745,0.78748,2.53636,2.127217,44241.455685860834,3.392602834026608,3.582949840639166,1538874.2100230886,1953406.1547034949,42.99922112999006,65.36653779519703
Antigua and Barbuda,ATG,2014,0.206399,0.925441,0.350603,4.614068,0.786771,2.539623,2.134396,24537.076358567665,8.462040852068395,2.2290576500881523,5228714.574506891,10300065.79850122,38.97096841047733,84.6431410794001
Antigua and Barbuda,ATG,2015,0.206434,0.925368,0.35062,4.610817,0.785735,2.54375,2.142253,32028.814031744772,6.053992516420464,5.774592572913393,8403426.595554398,12530064.996704254,47.73879927922325,63.36496743368653
Antigua and Barbuda,ATG,2016,0.20644,0.925316,0.350415,4.607747,0.785774,2.551108,2.150762,44247.52709158007,19.10155278844521,4.1704130847731395,1920929.0229485217,3530438.6129825925,42.05160936420568,71.63420874327245
Antigua and Barbuda,ATG,2017,0.206409,0.925269,0.350368,4.604823,0.786239,2.557963,2.159736,42643.50375158334,15.362026551734774,12.19307641500109,1040741.8952714141,1414162.2117813192,30.5011993845709,62.0231318996817
Argentina,ARG,2010,0.197541,0.771084,0.381185,6.268718,0.955035,3.64793,1.839168,21597.857546854426,18.487436661924963,11.481536596636646,9472675.28910286,17451423.22589192,33.15776464042013,69.56048906963427
Argentina,ARG,2011,0.197617,0.771251,0.384078,6.269782,0.958496,3.647499,1.833472,39909.62707959989,18.970270705925824,11.975131309397206,7433478.313947652,14795776.889203304,59.596368353742115,80.87639470716223
Argentina,ARG,2012,0.197711,0.771522,0.388199,6.271653,0.964145,3.648385,1.828883,34858.84977551846,8.352343994338243,8.488849879452399,717580.3208493501,1366160.959561155,58.061915795354416,60.439502530648504
Argentina,ARG,2013,0.197801,0.771821,0.390826,6.273679,0.971257,3.651044,1.825346,48660.449625707595,12.515822335509526,6.9362734516085505,8605423.818937676,14833021.487743217,53.289817970207636,62.40377444911892
Argentina,ARG,2014,0.197892,0.772175,0.394867,6.27602,0.979329,3.654178,1.82308,13100.367702466036,14.779036762302422,7.888966699417343,8850926.480791282,16518675.159667233,60.5003964934395,74.58564342007658
Argentina,ARG,2015,0.197978,0.772568,0.397998,6.278538,0.987998,3.657683,1.822172,22579.49148990749,18.92243453438785,4.786279490290871,1152496.874478695,1484327.3373670622,60.38084692301396,68.85448430879595
Argentina,ARG,2016,0.198042,0.772948,0.401108,6.280932,0.999099,3.661312,1.822573,13343.909481789065,16.602258413720985,11.279930581839809,4043462.82098511,7798727.097274304,58.14854584126315,78.90976736882297
Argentina,ARG,2017,0.198094,0.773376,0.404033,6.283678,1.008901,3.665488,1.824515,24277.106303385648,8.456062499407711,11.55330983307616,8863794.329625623,11621983.688359935,39.78232990167926,80.53524454280658
Armenia,ARM,2010,0.194563,0.715466,0.155273,2.587831,0.476499,2.714179,1.990295,10366.298530686152,13.1438173846786,12.676372711548249,9340385.264877224,17747178.974051736,32.69405184279606,67.09669776960557
Armenia,ARM,2011,0.194915,0.715654,0.15735,2.587683,0.479967,2.718093,1.990836,24373.707301891816,11.238751351588887,8.945453417620481,9833160.823664151,14227606.55293782,61.91741773651473,63.520026451865895
Armenia,ARM,2012,0.195292,0.71587,0.159679,2.587737,0.484004,2.72184,1.990613,43506.18146186395,6.652026141418446,3.229370818026808,1071836.4432038087,1554092.55082958,65.93549880232666,72.10498582905801
Armenia,ARM,2013,0.19569,0.716129,0.162291,2.588201,0.488026,2.726631,1.989049,46791.52722823163,16.530625448453364,7.181657169724867,6719874.580750699,11180831.991182962,33.31332360881174,61.14456556290635
Armenia,ARM,2014,0.196101,0.716426,0.163623,2.588934,0.491349,2.734193,1.985974,48838.67439089055,17.18900749380109,11.834843487456647,158797.10357769282,228304.0223196539,57.07225191407603,66.90490257175854
Armenia,ARM,2015,0.196525,0.716774,0.164968,2.589917,0.496236,2.740289,1.981193,39374.2816916913,18.259558560806855,3.5651874349406345,7647770.619225414,12481576.325790651,45.194379524749124,81.7181197753161
Armenia,ARM,2016,0.196949,0.717166,0.166348,2.591219,0.499895,2.747315,1.974356,7852.7118431489325,19.214779759678112,6.569827847365984,2230275.998481919,4273890.883151686,66.03941174081231,60.98845892434617
Armenia,ARM,2017,0.197365,0.717591,0.167047,2.592813,0.50436,2.754583,1.964988,49402.75697009848,4.704143296975758,2.7783741239845114,8375365.027194509,13686283.990928546,41.49972917749778,61.166091897944575
Australia,AUS,2010,0.365598,1.149425,0.928043,6.624617,1.993151,4.83422,1.497867,3693.7108839868,4.706636128365853,12.458111202395518,4390818.825151146,6571259.505880975,55.873347089067316,62.33338419958834
Australia,AUS,2011,0.365464,1.149079,0.931935,6.619503,2.007703,4.813622,1.501284,41074.86267487833,16.105340662778428,3.7630706126611955,3499739.7138688657,6488243.548413658,63.34000003015019,82.35567379838639
Australia,AUS,2012,0.365245,1.148473,0.93576,6.614107,2.032422,4.79008,1.504314,41031.544434977135,14.232523429135124,13.220945382830163,892914.0814160468,1651958.7374992084,32.81941203761271,70.43307156296336
Australia,AUS,2013,0.364942,1.147593,0.939176,6.608198,2.068835,4.759686,1.506864,48033.34941302497,19.56249259247406,4.5369757841041185,7539690.173427236,13398189.301489016,58.489271208682666,64.60136058583008
Australia,AUS,2014,0.364577,1.146475,0.941661,6.602041,2.114377,4.731142,1.508926,33619.369197142965,16.646181044325047,11.434703525174854,8764086.218921393,10762779.441426635,47.25732299848235,64.2331068578197
Australia,AUS,2015,0.364163,1.14513,0.943206,6.595691,2.170634,4.696774,1.510434,28477.715293127614,14.822081917090173,12.83555206284267,9613125.404729875,14436822.808298968,39.99105775973228,70.06785517928321
Australia,AUS,2016,0.363743,1.143669,0.943991,6.589757,2.237198,4.659817,1.511465,10342.913724789496,19.87495884359917,11.330990832581886,7976913.925819236,10758638.860291924,33.261792857924036,65.02492204037033
Australia,AUS,2017,0.363326,1.142097,0.943081,6.584301,2.315142,4.623881,1.511935,8542.218315305032,12.254281604812935,11.552202618823959,5717848.776094414,10933810.925957728,48.83538742461713,67.27082256184855
Austria,AUT,2010,0.256201,0.939911,0.667758,5.352376,0.913643,3.290207,1.954838,11441.574519030963,6.3407596049864825,9.813686567720628,8565381.254421195,13613740.668877993,37.78761957487554,72.24578979455511
Austria,AUT,2011,0.256221,0.939936,0.669635,5.35176,0.913811,3.284905,1.950263,10092.39900611679,4.570248960085845,3.3747991629053247,2494632.159900089,3989981.744321139,56.19356841310023,74.88698215487034
Austria,AUT,2012,0.256269,0.93993,0.671955,5.350918,0.914498,3.278564,1.940299,13200.227249283056,15.695419157344563,8.776552572203883,3025130.1336310706,4080503.6180726397,43.68075199874452,60.21617495600061
Austria,AUT,2013,0.256354,0.939909,0.672787,5.34969,0.914287,3.273578,1.925424,32061.30416871858,13.073425356794695,8.563609260773443,4275356.215230373,8419764.658682305,32.89033651203531,77.43644648459811
Austria,AUT,2014,0.256479,0.939861,0.673911,5.347641,0.912597,3.26746,1.906362,29499.343445511513,18.501780679807204,9.197489088796885,7612110.070889805,9530572.706044048,32.132983413126574,66.26400005798229
Austria,AUT,2015,0.256627,0.939758,0.67485,5.344587,0.910998,3.264032,1.883372,43393.12214149814,13.77329661586591,4.1165286659268325,2937665.2801294145,5607322.170530986,56.483727953716254,73.54446354784179
Austria,AUT,2016,0.256783,0.939716,0.674727,5.342175,0.907326,3.262611,1.855808,13926.308753285035,10.501641855160955,11.115172816062024,2127801.330886996,4175748.894505748,56.824668728446156,69.24228390788484
Austria,AUT,2017,0.256958,0.939794,0.675112,5.341275,0.902117,3.26097,1.824065,47271.07870342307,9.300983580310232,9.64827285738167,1026573.2843254629,1749669.5963252238,38.18953644935016,62.15246240531872
Azerbaijan,AZE,2010,0.195532,0.686651,0.183138,2.57072,0.465737,2.542412,2.305255,37431.4703076618,5.583056488985403,7.270989012249498,7884421.010679261,9571836.685921356,44.77755927359459,80.93676813229463
Azerbaijan,AZE,2011,0.196291,0.687136,0.187696,2.572031,0.469027,2.547138,2.311377,11060.133583721748,5.145540367605402,12.288168365823376,3020892.0893571354,4086627.695011886,38.44002169426641,67.8824066337458
Azerbaijan,AZE,2012,0.197038,0.68763,0.191979,2.573603,0.471842,2.551568,2.316501,13079.780824470534,5.336337634217674,14.29413003035094,5098607.316101484,7998259.604219168,45.436718231384475,84.39442987437667
Azerbaijan,AZE,2013,0.197754,0.68812,0.19577,2.57541,0.475547,2.557899,2.31999,29840.759487892512,6.96947164916307,4.232742353283575,9187828.977192488,13394786.390017753,44.50473108363996,82.27824554051709
Azerbaijan,AZE,2014,0.198426,0.688604,0.199312,2.577454,0.478853,2.562571,2.321124,24568.258411329305,13.220678898055201,12.714174708955012,101482.91832634948,143630.95793644522,53.710127945185434,71.3059500689092
Azerbaijan,AZE,2015,0.199034,0.689049,0.201758,2.579432,0.481362,2.571226,2.319493,21272.323465278223,3.3036729862080763,14.645997104380287,3107730.9370490345,6061191.634692446,60.513080625521795,73.75579756034102
Azerbaijan,AZE,2016,0.199563,0.689448,0.203629,2.581278,0.484388,2.580951,2.314679,8214.320090914369,14.58817129178505,12.351633974633051,554320.6256250375,667882.6293574617,46.261321508684496,77.25802583245184
Azerbaijan,AZE,2017,0.199998,0.689807,0.204891,2.583157,0.486328,2.592293,2.305889,3742.3696938244566,9.167223238189429,10.442873677343853,5050915.911008566,6786617.4059403725,64.52316641308622,71.85409467700107
Bahamas,BHS,2010,0.205174,0.889219,0.368687,4.656573,0.804669,2.605428,2.089381,24798.667480980224,19.034055891517927,3.7702608157363264,6436364.052421132,12021963.326560063,65.99027668782337,72.97615479276577
Bahamas,BHS,2011,0.205082,0.889239,0.368078,4.65624,0.805059,2.60617,2.089806,7355.066857941864,11.465169803988534,13.099203560344094,6097819.529441675,10484208.845653849,56.51773032422417,76.24648837995751
Bahamas,BHS,2012,0.204943,0.889261,0.367034,4.655926,0.805646,2.607301,2.090928,10113.893980570152,4.216159507102701,7.376265319709188,3124933.712009223,3807347.717759862,63.619337884644686,60.85947422933536
Bahamas,BHS,2013,0.204763,0.889298,0.366324,4.655689,0.806484,2.609438,2.092818,31702.291993057454,5.980139910154796,6.071101569663635,725182.6021193556,1289184.488026657,51.70791013499497,66.70688120335068
Bahamas,BHS,2014,0.204541,0.889332,0.365166,4.655386,0.808271,2.610829,2.095492,24083.68356382034,19.850162426016336,6.186451074238754,8216980.8142406745,15663540.855048042,62.204194882898335,74.65129632692033
Bahamas,BHS,2015,0.204284,0.889381,0.364253,4.655273,0.811445,2.614571,2.098918,36112.54781954029,5.118588208416691,11.444335580360876,1219139.7085283864,2187885.8866552548,46.17396648883755,84.96743426072545
Bahamas,BHS,2016,0.203992,0.889416,0.363759,4.655191,0.813804,2.620387,2.103189,23256.854583936518,18.305810450012434,9.49222566614154,6712229.259818058,12940014.0220364,57.57860918066709,73.85954472077165
Bahamas,BHS,2017,0.203668,0.889432,0.36275,4.655024,0.816652,2.626633,2.108371,43284.55571709451,2.8488413059252213,10.016370080739616,4044080.1568493317,5913344.068650288,67.3475381756533,75.76777282218116
Bahrain,BHR,2010,0.206614,0.835065,0.26004,4.632369,1.730999,3.979913,0.744554,49381.93767864266,18.18273474891147,6.10419431722922,9020328.019643964,13505880.192714937,43.334712814417934,73.12709243476486
Bahrain,BHR,2011,0.206676,0.835196,0.261234,4.631856,1.730687,3.957653,0.743792,7607.442044952551,10.58846466300037,3.1140362830282893,1149680.368601678,2189261.191784687,68.69601400711043,61.67805466134259
Bahrain,BHR,2012,0.206714,0.835608,0.264034,4.640107,1.725173,3.940631,0.741081,23014.25033503818,7.778690830367804,3.0031713333515215,5064355.965111376,9441734.56758947,39.04507035370504,80.7710057427926
Bahrain,BHR,2013,0.206761,0.835912,0.265784,4.646955,1.720106,3.922651,0.73805,27149.575889212658,2.4675399505204787,11.920109115798377,715376.2880863101,1022236.2923504348,36.86826336656727,73.40502369640882
Bahrain,BHR,2014,0.206818,0.836124,0.267339,4.651549,1.716409,3.906875,0.734987,30347.933309796288,3.2020245551475703,3.8371348865301655,7659327.402856972,9467857.376103448,58.78778557799138,80.50974367040483
Bahrain,BHR,2015,0.206882,0.83618,0.268745,4.652923,1.715204,3.892511,0.732159,18225.34849337968,9.466247627449365,9.163347723758879,9677683.497097403,13431794.884614315,42.853160165134504,70.99919843039454
Bahrain,BHR,2016,0.206936,0.836444,0.271042,4.66075,1.707047,3.882434,0.728528,29487.864106087116,16.188198199666882,14.158053695492205,9188744.295915743,17093801.721689336,51.962242536398826,77.18024785657352
Bahrain,BHR,2017,0.206969,0.836822,0.273714,4.673304,1.695674,3.879105,0.723558,20035.577845709697,17.508835961359637,9.343774697336624,8692806.761119768,15227507.304760275,67.78798258830022,65.15758803449121
Bangladesh,BGD,2010,0.251016,0.581981,0.121651,4.248882,0.500254,4.22464,1.430745,46961.81096377446,9.410549030754524,7.2629826089836955,4537456.3700661,6481685.296392732,41.11218927731851,60.360707749003325
Bangladesh,BGD,2011,0.251094,0.582141,0.123681,4.254232,0.500641,4.221367,1.437029,28194.95450164104,6.655884615980222,8.900570773825999,9769392.943745539,17048373.865967907,48.51581841648232,79.88398449098521
Bangladesh,BGD,2012,0.251231,0.582322,0.125937,4.259427,0.502253,4.213672,1.443101,40534.37193219699,9.787444588137694,6.30582852360185,7121665.481517868,14077131.959822096,63.65923912233019,70.75657468639048
Bangladesh,BGD,2013,0.251418,0.582514,0.128099,4.264447,0.504135,4.199103,1.448701,34583.386265036184,11.602182407362669,13.23621238291646,8461695.014269605,16531551.241522009,68.33583744832156,84.98108020041093
Bangladesh,BGD,2014,0.251651,0.58272,0.130462,4.269459,0.50545,4.182413,1.453608,39999.42285088353,14.766885991642283,2.0318073604480755,3015375.043477862,5366922.964984797,66.87394066727568,65.78820542869357
Bangladesh,BGD,2015,0.251929,0.582942,0.132744,4.2744,0.508198,4.160873,1.457626,42753.61504212434,13.806391285476726,8.724768291768775,6612651.55119713,10300979.087860791,60.02269477435384,74.00996242304659
Bangladesh,BGD,2016,0.252249,0.583181,0.135429,4.279268,0.510254,4.136923,1.460576,43949.73914561896,14.585116362587609,3.0129130853995147,8961522.128752325,17565191.649311554,45.54044434762277,80.18221596714142
Bangladesh,BGD,2017,0.2526,0.583419,0.137974,4.283989,0.5128,4.110611,1.462198,14544.85393553468,14.4042977007207,13.078151212341979,9880780.967102658,16452052.309107577,47.914790033409034,66.11227707174857
Barbados,BRB,2010,0.230576,0.919504,0.326282,4.666546,0.848332,2.743231,1.596516,7350.87209627334,7.143413907756771,5.009953620088449,2921693.7123843697,5830243.135687663,54.39992091104387,64.9501813942758
Barbados,BRB,2011,0.230531,0.919525,0.325952,4.665952,0.846158,2.7453,1.596336,16832.29911135482,3.0466177456233168,11.364103148181282,5002845.96406374,6244689.506052154,46.25187777086679,79.85955139736127
Barbados,BRB,2012,0.230445,0.919566,0.325234,4.665345,0.844594,2.746834,1.5954,2479.3325988242364,17.094391015234827,4.249696749348362,3396809.0628658733,5092181.369014418,62.406203784942974,67.69240189075717
Barbados,BRB,2013,0.230321,0.919632,0.32495,4.664815,0.844062,2.749714,1.593676,30033.96692770898,15.218489937294036,5.746643601394206,3203156.086713267,4676137.82017158,65.44668756540416,81.15369071331106
Barbados,BRB,2014,0.230152,0.919698,0.324072,4.66425,0.842887,2.752656,1.591075,38829.144232415325,15.282639431331983,14.462501786034634,581618.4578579948,743018.7894902489,43.127560511429984,73.8868368413633
Barbados,BRB,2015,0.229942,0.919786,0.323164,4.663841,0.842039,2.756602,1.587563,22626.072100358564,13.249928733976953,5.193423999183251,440544.32490254304,861960.0325589759,62.55758057348143,83.23075106109425
Barbados,BRB,2016,0.229685,0.919868,0.321753,4.663418,0.841682,2.759747,1.583089,46581.63861848864,6.876126494487096,3.2275211730055813,6627185.2416970525,12049989.674857331,44.83570722257704,64.8978286170501
Barbados,BRB,2017,0.229386,0.919956,0.320599,4.663044,0.842955,2.763322,1.57764,2657.3340189462047,7.71130034112253,7.670320675012625,7492581.56536177,12477716.073431017,69.44416276866748,74.15517427497404
Belarus,BLR,2010,0.194892,0.698158,0.19208,2.944119,0.782906,4.093854,5.474668,6134.824594567893,8.206825976586416,14.618652949923431,101435.4623127302,173085.39997637842,31.488430605904863,70.1038434026264
Belarus,BLR,2011,0.195331,0.69844,0.195576,2.945178,0.784316,4.082054,5.473536,27420.651594645413,5.540925794573691,4.142256444528339,4683782.629071222,8318095.912346144,57.154990641256155,61.52957910947379
Belarus,BLR,2012,0.195775,0.698711,0.19883,2.945942,0.785741,4.069614,5.467508,48984.6823219881,16.645397146766058,9.039150485747827,8635957.984769886,11506413.661515526,32.81015515976908,80.18030726443816
